State,District,Commodity,Date,Arrival Quantity ,Market Price,Price Unit
Telangana,Karimnagar,Cotton,05-03-2025,43.4412112,7420.049366,Rs./Quintal
Telangana,Nirmal,Maize,9/16/2025,0,2101.006865,Rs./Quintal
Telangana,Warangal,Papaya,04-09-2026,2,2000,Rs./Quintal
Telangana,Mulugu,Maize,4/30/2024,21,2095,Rs./Quintal
Telangana,Nagarkurnool,Black Gram Dal(Urd Dal),12/13/2025,34.22718544,7570.424703,Rs./Quintal
Telangana,Ranga Reddy,Mango,01-03-2025,4.9,3850,Rs./Quintal
Telangana,Warangal,Grapes,1/19/2025,7.463079333,6448.800463,Rs./Quintal
Telangana,Karimnagar,Cotton,4/24/2024,23.8,7192.18,Rs./Quintal
Andhra Pradesh,Ananthapuramu,Maize,1/25/2024,323.9727895,2110.653955,Rs./Quintal
Telangana,Warangal,Pomegranate,08-07-2025,4.92351945,9110.610154,Rs./Quintal
Telangana,Warangal,Pomegranate,10/20/2024,4.772734978,13101.77611,Rs./Quintal
Telangana,Ranga Reddy,Orange,5/14/2026,11.50115253,11021.89457,Rs./Quintal
Telangana,Ranga Reddy,Grapes,3/27/2025,82.16407514,3762.730574,Rs./Quintal
Telangana,Khammam,Cotton,01-12-2026,0,6501.490498,Rs./Quintal
Telangana,Warangal,Karbuja(Musk Melon),4/28/2026,4,2500,Rs./Quintal
Telangana,Sangareddy,Maize,06-05-2026,36.85,1932.88,Rs./Quintal
Telangana,Karimnagar,Cotton,2/15/2024,119.0504902,6853.485896,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,11-05-2025,0,7104.114015,Rs./Quintal
Telangana,Jagtial,Maize,3/20/2026,13.29570379,1703.209504,Rs./Quintal
Telangana,Karimnagar,Maize,3/21/2026,0,1896.528953,Rs./Quintal
Telangana,Adilabad,Cotton,10/26/2024,1069.916924,6824.309028,Rs./Quintal
Telangana,Khammam,Maize,3/14/2026,250,2350,Rs./Quintal
Telangana,Adilabad,Cotton,11-09-2024,696.8746338,6985.086248,Rs./Quintal
Telangana,Karimnagar,Cotton,03-06-2024,86.6,7257.67,Rs./Quintal
Telangana,Nirmal,Cotton,02-11-2024,579.5971386,6805.501107,Rs./Quintal
Telangana,Mancherial,Cotton,12-02-2024,277.6,7392.42,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,5/26/2025,19.66543192,2177.268827,Rs./Quintal
Telangana,Asifabad,Maize,11/25/2024,61,2250,Rs./Quintal
Telangana,Warangal,Grapes,3/17/2026,2.8,5000,Rs./Quintal
Telangana,Nirmal,Cotton,11/28/2024,235.7339102,7457.084313,Rs./Quintal
Telangana,Khammam,Cotton,12-10-2025,174.2,6344.32,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,7/24/2024,53,600,Rs./Quintal
Telangana,Warangal,Water Melon,05-11-2026,58.21376836,1419.431296,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,2/21/2025,60.50510642,2228.450645,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,4/25/2026,580.3331171,8676.92924,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,02-02-2025,12.63153628,2308.081826,Rs./Quintal
Telangana,Warangal,Mango,7/18/2025,0,1019.056935,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),4/25/2026,1104,600,Rs./Quintal
Telangana,Nirmal,Cotton,12/18/2025,850.15,8010,Rs./Quintal
Telangana,Ranga Reddy,Grapes,08-12-2025,0.845857212,2856.738936,Rs./Quintal
Telangana,Nagarkurnool,Maize,11-11-2025,50.692001,1935.252718,Rs./Quintal
Telangana,Warangal,Maize,07-08-2024,1.48,2407,Rs./Quintal
Telangana,Warangal,Mango,6/25/2025,95.16170025,2993.729963,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,2/23/2025,157.3755022,2579.733797,Rs./Quintal
Telangana,Karimnagar,Maize,5/31/2026,94.01494884,2024.101325,Rs./Quintal
Telangana,Ranga Reddy,Orange,11-02-2024,206.6,1900,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),12/17/2025,139.3375334,874.9530882,Rs./Quintal
Telangana,Warangal,Pomegranate,04-11-2026,0.937568077,10580.37114,Rs./Quintal
Telangana,Rajanna Siricilla,Maize,02-10-2026,29.69107654,2392.888753,Rs./Quintal
Telangana,Adilabad,Papaya,9/24/2025,30.41281741,582.2446649,Rs./Quintal
Telangana,Mahbubnagar,Maize,09-06-2025,6.6,1741,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,4/13/2026,0,1376.196076,Rs./Quintal
Telangana,Karimnagar,Maize,10/20/2024,0.01,2225,Rs./Quintal
Telangana,Warangal,Banana,4/23/2025,3.3,3000,Rs./Quintal
Telangana,Nalgonda,Cotton,3/25/2024,1,6620,Rs./Quintal
Andhra Pradesh,Chittor,Banana,4/25/2025,12,9000,Rs./Quintal
Telangana,Jogulamba Gadwal,Maize,03-05-2024,0.2,2100,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,08-03-2026,0.7,1590,Rs./Quintal
Telangana,Peddapalli,Cotton,3/28/2026,52.98503033,7026.840857,Rs./Quintal
Telangana,Ranga Reddy,Grapes,11/30/2024,16.95585122,8656.361113,Rs./Quintal
Telangana,Nagarkurnool,Maize,05-09-2024,44.95,2165.16,Rs./Quintal
Telangana,Mahbubnagar,Maize,5/14/2024,126.3,2266.4,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,02-12-2024,74,1883.33,Rs./Quintal
Andhra Pradesh,Nandyal,Maize,3/22/2025,810,2000,Rs./Quintal
Telangana,Mancherial,Cotton,12/14/2024,1039.779296,7410.287403,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,08-01-2024,172.5744499,580.7554758,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,1/24/2024,192.4,6816.01,Rs./Quintal
Telangana,Khammam,Cotton,1/22/2025,609.3,7015.43,Rs./Quintal
Telangana,Jagtial,Maize,06-04-2026,72.9,2351.78,Rs./Quintal
Telangana,Mahbubnagar,Maize,9/19/2025,0,1930.496331,Rs./Quintal
Telangana,Ranga Reddy,Orange,4/24/2026,0,9995.219563,Rs./Quintal
Telangana,Siddipet,Maize,11/20/2024,13.47375956,2381.171281,Rs./Quintal
Telangana,Karimnagar,Cotton,10/27/2024,212.1808696,6492.991267,Rs./Quintal
Telangana,Siddipet,Cotton,02-04-2025,0,6576.374722,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,2/24/2025,179.9164599,2224.326643,Rs./Quintal
Telangana,Siddipet,Cotton,2/28/2026,0.2,6200,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,4/30/2024,43.13565817,2099.64733,Rs./Quintal
Telangana,Khammam,Cotton,01-08-2025,980.7,6918.35,Rs./Quintal
Telangana,Warangal,Grapes,01-06-2025,1.755079384,5035.749894,Rs./Quintal
Telangana,Karimnagar,Cotton,10/30/2024,69.1,6696.04,Rs./Quintal
Telangana,Bhadradri Kothagudem,Water Melon,02-06-2026,0.063363188,764.9189345,Rs./Quintal
Telangana,Warangal,Cotton,12/13/2024,1.85,6750,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),07-09-2024,0,8430.264178,Rs./Quintal
Telangana,Ranga Reddy,Grapes,07-03-2024,16.7,2500,Rs./Quintal
Telangana,Ranga Reddy,Grapes,6/19/2024,9.3,2500,Rs./Quintal
Telangana,Karimnagar,Cotton,09-09-2024,24.10752136,7616.954564,Rs./Quintal
Telangana,Warangal,Grapes,11/20/2024,2.021402487,4913.004513,Rs./Quintal
Telangana,Karimnagar,Cotton,01-10-2024,3.7,6074.24,Rs./Quintal
Andhra Pradesh,Eluru,Maize,6/27/2024,13.74446509,2199.00531,Rs./Quintal
Telangana,Karimnagar,Cotton,11-09-2024,1.01,6312.09,Rs./Quintal
Telangana,Warangal,Orange,10/29/2024,7.304394208,1888.070631,Rs./Quintal
Telangana,Karimnagar,Maize,2/18/2026,63.36418813,3715.298543,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,5/18/2026,2570.587026,599.7652502,Rs./Quintal
Telangana,Ranga Reddy,Papaya,11-09-2024,80.43731094,874.5301094,Rs./Quintal
Telangana,Adilabad,Cotton,4/29/2026,1.59,6962,Rs./Quintal
Andhra Pradesh,Nandyal,Maize,01-10-2025,250,2000,Rs./Quintal
Andhra Pradesh,Kurnool,Maize,09-04-2025,18.32637784,2290.890474,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),10/16/2025,1.1,6459,Rs./Quintal
Telangana,Khammam,Cotton,01-06-2025,1673.6,6910.7,Rs./Quintal
Andhra Pradesh,NTR,Cotton,9/13/2025,132.8846683,7681.268713,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),04-02-2025,185.7376699,690.3305155,Rs./Quintal
Telangana,Warangal,Mango,6/29/2026,40.28322111,2050.029794,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,11/19/2025,517.2479906,701.1919242,Rs./Quintal
Telangana,Karimnagar,Maize,10-10-2025,18.37785909,2053.135008,Rs./Quintal
Telangana,Nagarkurnool,Black Gram Dal(Urd Dal),02-06-2026,4.37868287,9035.324861,Rs./Quintal
Telangana,Sangareddy,Maize,1/13/2025,0,2506.77833,Rs./Quintal
Telangana,Karimnagar,Cotton,07-02-2024,18.4,7300,Rs./Quintal
Telangana,Ranga Reddy,Orange,05-08-2026,4.563116954,10004.05175,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,3/30/2024,75,2166.67,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,12/23/2025,97.04,3000,Rs./Quintal
Telangana,Warangal,Papaya,12/16/2025,0,1019.776648,Rs./Quintal
Telangana,Nizamabad,Maize,11-02-2025,45.58239101,1805.421949,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,06-10-2025,81.8,2500,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,12-03-2025,846,900,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,8/29/2024,73.74764026,584.4418337,Rs./Quintal
Telangana,Mahbubnagar,Maize,6/30/2026,3.980936694,2380.042871,Rs./Quintal
Telangana,Warangal,Cotton,6/17/2024,27.63050557,6500.062703,Rs./Quintal
Telangana,Mahbubnagar,Maize,11/27/2025,80.24486099,1731.868571,Rs./Quintal
Telangana,Nirmal,Maize,06-05-2025,0.87,1879,Rs./Quintal
Telangana,Kamareddy,Maize,02-03-2024,10.98687273,2090.267517,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,2/18/2025,544.5714749,7366.577602,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,10/26/2024,30.63294834,2234.050902,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),3/16/2025,159.2870455,815.3902354,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,05-01-2024,1543.770998,7212.233584,Rs./Quintal
Telangana,Warangal,Water Melon,3/20/2026,0,1013.123942,Rs./Quintal
Telangana,Mahbubnagar,Maize,6/21/2026,7.619217495,1998.054741,Rs./Quintal
Telangana,Vikarabad,Maize,1/18/2026,14.47798945,2039.227463,Rs./Quintal
Telangana,Warangal,Mango,5/20/2025,159.410311,2071.770841,Rs./Quintal
Telangana,Bhadradri Kothagudem,Maize,02-03-2026,4.592850253,2355.269922,Rs./Quintal
Andhra Pradesh,NTR,Cotton,10-02-2025,1050,7300,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,07-06-2025,127.411215,3001.25585,Rs./Quintal
Telangana,Siddipet,Maize,5/19/2026,16.6,1892,Rs./Quintal
Telangana,Ranga Reddy,Mango,05-01-2024,2247.375419,2058.489036,Rs./Quintal
Andhra Pradesh,NTR,Rice,1/25/2025,112.5838873,4446.00795,Rs./Quintal
Telangana,Ranga Reddy,Papaya,5/24/2026,385,800,Rs./Quintal
Telangana,Adilabad,Papaya,10/19/2025,4.656399695,576.6665571,Rs./Quintal
Andhra Pradesh,Chittor,Banana,04-08-2025,29.48571713,8743.346604,Rs./Quintal
Telangana,Bhadradri Kothagudem,Cotton,03-09-2024,10,6600,Rs./Quintal
Telangana,Jangaon,Maize,06-10-2026,0,1411.343204,Rs./Quintal
Telangana,Ranga Reddy,Orange,5/17/2025,2.558935048,3396.052685,Rs./Quintal
Telangana,Warangal,Pomegranate,2/13/2026,0,9955.864469,Rs./Quintal
Telangana,Jagtial,Maize,12-08-2024,0,2382.281047,Rs./Quintal
Telangana,Adilabad,Maize,10/27/2024,8.818322241,2309.294875,Rs./Quintal
Telangana,Asifabad,Maize,5/15/2024,20,2100,Rs./Quintal
Telangana,Nirmal,Maize,5/29/2024,5.91,2283,Rs./Quintal
Telangana,Mancherial,Cotton,12/22/2025,18.43695491,8063.549274,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),07-01-2025,0.620510023,2645.202956,Rs./Quintal
Telangana,Warangal,Cotton,3/14/2025,0,6402.401881,Rs./Quintal
Telangana,Khammam,Cotton,05-08-2026,3.322484037,8511.894469,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,06-08-2024,7679.491729,7183.895414,Rs./Quintal
Telangana,Adilabad,Cotton,02-03-2026,58.17,7007,Rs./Quintal
Telangana,Ranga Reddy,Mango,11/18/2025,0.48,1750,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,06-03-2025,67.9,2500,Rs./Quintal
Telangana,Adilabad,Cotton,12-11-2024,2724.258294,7139.031117,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,4/25/2025,413.0584541,508.4330738,Rs./Quintal
Andhra Pradesh,Chittor,Mango,6/23/2026,118.4,1565.88,Rs./Quintal
Telangana,Siddipet,Maize,7/25/2025,0.4,2200,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,07-06-2025,930.7436254,7432.20132,Rs./Quintal
Telangana,Karimnagar,Maize,05-03-2024,52.7,2196.71,Rs./Quintal
Andhra Pradesh,NTR,Rice,10/14/2025,3.188514814,4488.344727,Rs./Quintal
Andhra Pradesh,NTR,Rice,10-02-2025,116.1769229,4504.514845,Rs./Quintal
Andhra Pradesh,Chittor,Banana,06-07-2025,10.06053755,9114.03135,Rs./Quintal
Telangana,Karimnagar,Cotton,09-01-2024,0.01,7020,Rs./Quintal
Telangana,Warangal,Maize,03-06-2026,42.12,1771,Rs./Quintal
Telangana,Jagtial,Maize,11/30/2024,3.301261325,2331.075684,Rs./Quintal
Telangana,Khammam,Cotton,04-08-2025,27.4,6800,Rs./Quintal
Andhra Pradesh,East Godavari,Mango,08-05-2025,0.55,2500,Rs./Quintal
Telangana,Adilabad,Cotton,05-09-2024,0,6139.723189,Rs./Quintal
Telangana,Ranga Reddy,Orange,02-03-2026,17.00470494,5000.34092,Rs./Quintal
Telangana,Ranga Reddy,Grapes,1/19/2025,29.43532948,3713.082138,Rs./Quintal
Andhra Pradesh,Chittor,Banana,8/21/2025,8,8500,Rs./Quintal
Telangana,Jangaon,Maize,4/29/2024,201.3,2183,Rs./Quintal
Telangana,Peddapalli,Cotton,01-04-2024,77.4,6611,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,03-06-2026,8921,600,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,4/19/2024,87.1,2500,Rs./Quintal
Telangana,Ranga Reddy,Papaya,11-01-2025,85.61527724,603.3164312,Rs./Quintal
Telangana,Warangal,Mango,06-09-2025,121.7557123,2327.683174,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),9/20/2024,46.7941996,806.2034042,Rs./Quintal
Telangana,Nizamabad,Maize,07-08-2024,17.88666236,1698.786656,Rs./Quintal
Telangana,Ranga Reddy,Mango,12-03-2025,0,2741.919183,Rs./Quintal
Telangana,Karimnagar,Maize,10/26/2025,0,2219.49931,Rs./Quintal
Telangana,Ranga Reddy,Mango,06-02-2026,11304.74833,1941.331751,Rs./Quintal
Andhra Pradesh,NTR,Cotton,08-02-2025,1050,7300,Rs./Quintal
Telangana,Nizamabad,Maize,12-03-2024,0.3,2043,Rs./Quintal
Telangana,Mahabubabad,Maize,06-10-2026,47,2026,Rs./Quintal
Telangana,Adilabad,Papaya,5/17/2024,32,587,Rs./Quintal
Telangana,Ranga Reddy,Papaya,4/20/2026,847.3589553,581.315718,Rs./Quintal
Telangana,Nagarkurnool,Maize,10/27/2025,0,1612.271301,Rs./Quintal
Telangana,Jangaon,Maize,2/21/2025,77.92098387,2222.392406,Rs./Quintal
Telangana,Mahabubabad,Maize,3/14/2026,147.4100818,1818.82111,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,06-06-2026,100.5713258,3092.796776,Rs./Quintal
Telangana,Ranga Reddy,Papaya,9/17/2024,102.2543205,2613.220936,Rs./Quintal
Telangana,Karimnagar,Cotton,03-11-2026,0,7084.169819,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,06-11-2024,24.44253547,668.0890512,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,3/22/2025,89.19880546,2498.608731,Rs./Quintal
Telangana,Jangaon,Maize,12/25/2024,0.01,2225,Rs./Quintal
Andhra Pradesh,NTR,Maize,9/24/2025,125,2300,Rs./Quintal
Telangana,Asifabad,Maize,04-12-2024,0,2102.199879,Rs./Quintal
Andhra Pradesh,Kurnool,Cotton,01-09-2026,66.72531184,9136.786912,Rs./Quintal
Telangana,Ranga Reddy,Papaya,3/29/2026,672.2182546,723.9178037,Rs./Quintal
Telangana,Warangal,Orange,12/31/2024,5.857846943,2977.21629,Rs./Quintal
Andhra Pradesh,NTR,Maize,7/28/2024,154.3168121,2198.458217,Rs./Quintal
Telangana,Sangareddy,Maize,11/16/2024,0,2380.056655,Rs./Quintal
Andhra Pradesh,Vijayanagaram,Banana,11-10-2025,2400,800,Rs./Quintal
Telangana,Warangal,Banana,4/20/2026,16.06486488,1973.242874,Rs./Quintal
Telangana,Sangareddy,Maize,05-10-2026,37.87692474,1875.230292,Rs./Quintal
Telangana,Ranga Reddy,Grapes,12/14/2024,22.99666749,8780.919169,Rs./Quintal
Andhra Pradesh,Sri Sathya Sai,Maize,10/26/2024,0.01,4000,Rs./Quintal
Telangana,Ranga Reddy,Water Melon,9/21/2024,14.35388377,396.1091559,Rs./Quintal
Telangana,Warangal,Pomegranate,6/23/2026,0.045757236,9970.727836,Rs./Quintal
Telangana,Ranga Reddy,Orange,2/24/2026,0.8,8000,Rs./Quintal
Telangana,Warangal,Water Melon,2/19/2026,38.24334893,1472.62871,Rs./Quintal
Andhra Pradesh,NTR,Cotton,01-11-2024,210,7400,Rs./Quintal
Telangana,Warangal,Maize,05-10-2024,43.75,2142,Rs./Quintal
Telangana,Jagtial,Black Gram Dal(Urd Dal),1/24/2025,1,8100,Rs./Quintal
Andhra Pradesh,East Godavari,Mango,09-08-2025,0,2201.271413,Rs./Quintal
Andhra Pradesh,Sri Sathya Sai,Maize,11/16/2024,0.01,3200,Rs./Quintal
Telangana,Vikarabad,Black Gram Dal(Urd Dal),9/20/2025,10.75534608,3677.223566,Rs./Quintal
Telangana,Vikarabad,Maize,03-07-2024,0,2289.563721,Rs./Quintal
Telangana,Nagarkurnool,Maize,5/31/2024,2.43,2333,Rs./Quintal
Telangana,Asifabad,Maize,4/24/2025,27.1139659,2294.78591,Rs./Quintal
Telangana,Nalgonda,Cotton,2/22/2024,11.25603977,6608.104855,Rs./Quintal
Telangana,Nirmal,Maize,5/22/2026,586.5,2376.5,Rs./Quintal
Telangana,Mancherial,Cotton,4/26/2026,15.59978949,7006.218643,Rs./Quintal
Andhra Pradesh,East Godavari,Mango,06-05-2026,8.25,5900,Rs./Quintal
Telangana,Suryapet,Maize,10-08-2025,82,1747.1,Rs./Quintal
Telangana,Jangaon,Maize,4/25/2026,84.07499211,1803.718711,Rs./Quintal
Telangana,Nalgonda,Cotton,03-10-2024,13.09071596,6621.998854,Rs./Quintal
Telangana,Peddapalli,Cotton,03-05-2024,80.72664789,7113.440482,Rs./Quintal
Telangana,Karimnagar,Cotton,1/29/2024,14.66874413,6229.18382,Rs./Quintal
Telangana,Warangal,Grapes,07-12-2026,1,5000,Rs./Quintal
Telangana,Suryapet,Black Gram Dal(Urd Dal),9/30/2024,3.083292456,5231.463067,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),11-09-2024,68.99618355,817.3248117,Rs./Quintal
Telangana,Adilabad,Maize,05-04-2026,16.77582699,2395.496533,Rs./Quintal
Andhra Pradesh,Chittor,Banana,02-04-2025,20,9000,Rs./Quintal
Telangana,Ranga Reddy,Papaya,4/21/2026,403,800,Rs./Quintal
Andhra Pradesh,Eluru,Maize,04-05-2026,4.614563085,2391.583596,Rs./Quintal
Telangana,Asifabad,Maize,8/13/2024,207.2076917,2200.693249,Rs./Quintal
Andhra Pradesh,NTR,Cotton,2/26/2025,572.1815437,7324.723169,Rs./Quintal
Telangana,Ranga Reddy,Mango,11/22/2025,2.76,2500,Rs./Quintal
Telangana,Asifabad,Maize,07-12-2026,20,2400,Rs./Quintal
Telangana,Jangaon,Maize,12/18/2024,8.125011762,2222.279917,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),4/27/2025,102.2,600,Rs./Quintal
Andhra Pradesh,Nandyal,Maize,1/31/2024,0,2101.471374,Rs./Quintal
Andhra Pradesh,NTR,Rice,09-02-2025,51.87976832,4498.216706,Rs./Quintal
Telangana,Siddipet,Maize,3/29/2025,17.22473515,2205.105279,Rs./Quintal
Telangana,Warangal,Water Melon,2/14/2025,2.3,833.33,Rs./Quintal
Telangana,Ranga Reddy,Mango,11/26/2024,5.9,4400,Rs./Quintal
Andhra Pradesh,East Godavari,Mango,07-06-2026,5.2,4978.85,Rs./Quintal
Telangana,Jangaon,Maize,9/13/2025,0,2220.2302,Rs./Quintal
Telangana,Warangal,Pomegranate,3/15/2026,1,14000,Rs./Quintal
Telangana,Warangal,Grapes,05-06-2026,5.4,6000,Rs./Quintal
Telangana,Ranga Reddy,Orange,5/18/2024,15.1,2250,Rs./Quintal
Telangana,Adilabad,Maize,8/21/2025,20,2400,Rs./Quintal
Telangana,Asifabad,Cotton,4/15/2026,40,7375,Rs./Quintal
Telangana,Warangal,Pomegranate,07-03-2025,2.2,8733.33,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,08-03-2026,55.92893105,3245.507509,Rs./Quintal
Telangana,Siddipet,Maize,06-06-2024,23.63959394,2390.589676,Rs./Quintal
Telangana,Jangaon,Maize,2/15/2024,183.0281575,2269.357713,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,02-03-2025,134.9,3000,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),10/23/2025,68.11467719,1030.553155,Rs./Quintal
Telangana,Karimnagar,Cotton,3/18/2026,7.5,7400,Rs./Quintal
Telangana,Sangareddy,Maize,4/30/2024,1.9,2252,Rs./Quintal
Andhra Pradesh,NTR,Maize,11/22/2025,41,2400,Rs./Quintal
Telangana,Warangal,Cotton,07-12-2024,11.81630438,7009.590363,Rs./Quintal
Telangana,Jangaon,Maize,6/29/2024,0.01,2090,Rs./Quintal
Telangana,Adilabad,Maize,1/13/2024,23.80758254,2310.449256,Rs./Quintal
Telangana,Adilabad,Cotton,3/30/2026,0,6424,Rs./Quintal
Telangana,Ranga Reddy,Papaya,3/26/2026,918.7084779,696.0985477,Rs./Quintal
Telangana,Warangal,Pomegranate,7/15/2024,0.934136482,9078.610146,Rs./Quintal
Telangana,Mahabubabad,Maize,7/26/2024,13.07873245,2364.957075,Rs./Quintal
Telangana,Mahabubabad,Maize,4/17/2024,830.8,2119,Rs./Quintal
Telangana,Ranga Reddy,Pomegranate,5/20/2026,43.35290292,2901.401081,Rs./Quintal
Telangana,Sangareddy,Maize,12-12-2025,8.570229996,1877.938662,Rs./Quintal
Telangana,Jagtial,Mango,4/23/2026,40.38555366,2552.554883,Rs./Quintal
Telangana,Adilabad,Cotton,01-09-2025,565.7897776,7383.766571,Rs./Quintal
Andhra Pradesh,Eluru,Maize,02-09-2026,27.99955257,2226.319065,Rs./Quintal
Telangana,Ranga Reddy,Mango,05-02-2026,11308.89424,2368.758169,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,11-09-2024,131.4317437,1862.237439,Rs./Quintal
Telangana,Nirmal,Cotton,07-03-2024,54.11817721,6971.366673,Rs./Quintal
Telangana,Nagarkurnool,Mango,04-11-2026,14.4,3600,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,1/20/2025,137,1866.67,Rs./Quintal
Telangana,Ranga Reddy,Karbuja(Musk Melon),8/13/2025,16,700,Rs./Quintal
Telangana,Karimnagar,Maize,11-08-2025,22.85,1969,Rs./Quintal
Telangana,Siddipet,Maize,06-11-2025,4.6,2215,Rs./Quintal
Telangana,Adilabad,Papaya,08-02-2025,16,587,Rs./Quintal
Telangana,Mahabubabad,Cotton,11/17/2024,63.46459871,6702.499548,Rs./Quintal
Andhra Pradesh,Dr.B.R.A.Konaseema,Banana,8/23/2024,142.7437297,2667.018027,Rs./Quintal
Telangana,Warangal,Cotton,11-06-2024,2.117993793,6583.747969,Rs./Quintal
Telangana,Peddapalli,Cotton,3/18/2025,38.39,6766,Rs./Quintal
Telangana,Warangal,Mango,05-05-2026,484.0899919,3604.407245,Rs./Quintal
Telangana,Warangal,Orange,9/27/2025,5.049753456,2986.475404,Rs./Quintal
